id    , name     , moneda      , estado    , producto                                                                                                                             , cantidad   , precio_unitario
""    , ""       , ""          , ""        , "  └─ Ojo de pez 5MP 1.1mm 20m IR 360░ HIKVISION"                                                                                    , "5.0"      , "77.0"
""    , ""       , ""          , ""        , "  └─ Domo Mini PT IP 2MP 2 8mm HIKVISION"                                                                                           , "10.0"     , "30.0"
""    , ""       , ""          , ""        , "  └─ Minidomo 3.6mm 1080p turbo hd TVI/AHD/CVI/CVBS HIKVISION"                                                                      , "3.0"      , "11.5"
""    , ""       , ""          , ""        , "  └─ NVR 4ch carcaza de plastico 4MP 1 SATA "                                                                                       , "5.0"      , "27.5"
""    , ""       , ""          , ""        , "  └─ NVR 8ch carcaza de plastico 4MP 1 SATA "                                                                                       , "5.0"      , "34.1"
""    , ""       , ""          , ""        , "  └─ Panel intercomunicador interno "                                                                                               , "2.0"      , "34.0"
""    , ""       , ""          , ""        , "  └─ Intercomunicador Indoor Touch Scream 7pulg HIKVISION"                                                                          , "10.0"     , "56.0"
""    , ""       , ""          , ""        , "  └─ Contacto magnetico wireless HIKVISION"                                                                                         , "15.0"     , "12.0"
""    , ""       , ""          , ""        , "  └─ Sirena Inalámbrica Hikvision"                                                                                                  , "10.0"     , "19.0"
""    , ""       , ""          , ""        , "  └─ Teclado LCD HIKVISION"                                                                                                         , "2.0"      , "24.5"
""    , ""       , ""          , ""        , "  └─ PART OF NETWORK CONTROL PANEL"                                                                                                 , "1.0"      , "17.5"
""    , ""       , ""          , ""        , "  └─ PART OF NETWORK CONTROL PANEL"                                                                                                 , "1.0"      , "21.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP 2.8mm IR30m"                                                                                                       , "15.0"     , "55.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 8MP 2.8mm IR30m IP67 HIKVISION"                                                                                        , "10.0"     , "75.0"
""    , ""       , ""          , ""        , "  └─ Domo IP Varifocal de 4MP Deepinview"                                                                                           , "3.0"      , "279.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP PoE 4MP Wide Angle 180°"                                                                                             , "5.0"      , "87.0"
""    , ""       , ""          , ""        , "  └─ Domo Turbo X 2MP"                                                                                                              , "10.0"     , "21.0"
""    , ""       , ""          , ""        , "  └─ Domo Full Color 2MP Turbo HD 2.8 mm  IP67"                                                                                     , "1.0"      , "26.4"
""    , ""       , ""          , ""        , "  └─ Bullet Int 2 8mm 720p TVI/AHD/CVI/CVBS HIKVISION"                                                                              , "10.0"     , "9.0"
""    , ""       , ""          , ""        , "  └─ Bala Ext HD 2 8mm 1080p TVI/AHD/CVI/CVBS HIKVISION"                                                                            , "5.0"      , "12.5"
""    , ""       , ""          , ""        , "  └─ Mini Domo Int 2 8mm 720p TVI/AHD/CVI/CVBS"                                                                                     , "5.0"      , "8.0"
"148" , "PO00148", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Panel direccionable FC501 para 128 puntos FIRECLASS"                                                                           , "5.0"      , "351.56"
""    , ""       , ""          , ""        , "  └─ Panel direccionable de 500 puntos FC520 FIRECLASS"                                                                             , "4.0"      , "666.255"
""    , ""       , ""          , ""        , "  └─ Sensor térmico analógico FC460 FIRECLASS"                                                                                      , "500.0"    , "15.4856"
""    , ""       , ""          , ""        , "  └─ Sensor Dual Optico Termico FC460PH FIRECLASS"                                                                                  , "500.0"    , "22.1223"
""    , ""       , ""          , ""        , "  └─ BASE 4B 4` - FIRECLASS"                                                                                                        , "1500.0"   , "1.9119"
""    , ""       , ""          , ""        , "  └─ Pulsador de alarma direccionable rearmable FC420CP-I FIRECLASS"                                                                , "20.0"     , "22.7675"
""    , ""       , ""          , ""        , "  └─ Sirena de pared direccionable FC440AIR VID - Fireclass"                                                                        , "20.0"     , "68.156"
""    , ""       , ""          , ""        , "  └─ Programador de elementos de lazos. FC490ST FIRECLASS"                                                                          , "1.0"      , "176.59"
""    , ""       , ""          , ""        , "  └─ Base aisladora para sistemas analogicos FIRECLASS"                                                                             , "60.0"     , "5.7357"
""    , ""       , ""          , ""        , "  └─ Descuentos - Compras"                                                                                                          , "-1.0"     , "0.042"
"147" , "PO00147", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Panel direccionable de 500 puntos FC520 FIRECLASS"                                                                             , "5.0"      , "666.256"
""    , ""       , ""          , ""        , "  └─ Panel direccionable FC501 para 128 puntos FIRECLASS"                                                                           , "2.0"      , "351.56"
""    , ""       , ""          , ""        , "  └─ Sensor térmico analógico FC460 FIRECLASS"                                                                                      , "100.0"    , "15.4856"
""    , ""       , ""          , ""        , "  └─ Sensor Dual Optico Termico FC460PH FIRECLASS"                                                                                  , "200.0"    , "22.1223"
""    , ""       , ""          , ""        , "  └─ BASE 4B 4` - FIRECLASS"                                                                                                        , "700.0"    , "1.9119"
""    , ""       , ""          , ""        , "  └─ Pulsador de alarma direccionable rearmable FC420CP-I FIRECLASS"                                                                , "70.0"     , "22.7674"
""    , ""       , ""          , ""        , "  └─ Sirena de pared direccionable FC440AIR VID - Fireclass"                                                                        , "70.0"     , "68.1559"
""    , ""       , ""          , ""        , "  └─ Base aisladora para sistemas analogicos FIRECLASS"                                                                             , "60.0"     , "5.7357"
""    , ""       , ""          , ""        , "  └─ Módulo IP para Central Analógica FC501FC FIRECLASS"                                                                            , "4.0"      , "111.1775"
""    , ""       , ""          , ""        , "  └─ Panel Convencional Fireclass de 4 zonas J408-4 - Fireclass"                                                                    , "16.0"     , "112.4694"
"145" , "PO00145", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ NVR DeepinMind"                                                                                                                , "1.0"      , "597.55"
""    , ""       , ""          , ""        , "  └─ DVR 8ch Turbo HD Lite 1080p 1SATA sin disco"                                                                                   , "1.0"      , "27.0"
""    , ""       , ""          , ""        , "  └─ DVR 16ch Turbo HD Lite 1080p 1SATA sin disco HIKVISION"                                                                        , "1.0"      , "46.0"
""    , ""       , ""          , ""        , "  └─ CÁMARA WIFI MINI O 720P EZVIZ"                                                                                                 , "1.0"      , "22.0"
""    , ""       , ""          , ""        , "  └─ Bullet de red fija 2MP 2.8mm"                                                                                                  , "8.0"      , "76.95"
""    , ""       , ""          , ""        , "  └─ Domo PTZ 2MP"                                                                                                                  , "1.0"      , "635.55"
""    , ""       , ""          , ""        , "  └─ Bullet EXIR 2MP 2.8"                                                                                                           , "1.0"      , "60.8"
""    , ""       , ""          , ""        , "  └─ Mini PT Ext IP  2MP HIKVISION"                                                                                                 , "6.0"      , "58.9"
""    , ""       , ""          , ""        , "  └─ Mini Domo Int 2 8mm 720p TVI/AHD/CVI/CVBS"                                                                                     , "10.0"     , "8.0"
""    , ""       , ""          , ""        , "  └─ Bullet EXIR 2MP Turbo HD 3.6mm IR40m IP66"                                                                                     , "2.0"      , "18.9"
""    , ""       , ""          , ""        , "  └─ Bullet 5MP 2.8mm 20m IR HD"                                                                                                    , "2.0"      , "16.65"
""    , ""       , ""          , ""        , "  └─ Switch POE 16-PORT"                                                                                                            , "1.0"      , "112.1"
""    , ""       , ""          , ""        , "  └─ Descuentos - Compras"                                                                                                          , "-1.0"     , "246.1"
"142" , "PO00142", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ CABLE DE DATOS 18/2 AWG MALLADO"                                                                                               , "15250.0"  , "0.3258"
""    , ""       , ""          , ""        , "  └─ Detector de calor  194ºF fijo - System Sensor"                                                                                 , "200.0"    , "6.85"
""    , ""       , ""          , ""        , "  └─ CABLE DE DATOS 18/2 AWG SIN MALLA"                                                                                             , "15250.0"  , "0.2462"
"140" , "PO00140", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Flow Switch VSR-M 1` (DN25)"                                                                                                   , "12.0"     , "100.0"
""    , ""       , ""          , ""        , "  └─ SPRINKLER/ CUP ASSY ONLY"                                                                                                      , "8.0"      , "12.38"
"138" , "PO00138", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ iSTAR Edge  with Enclosure and PoE Module64 MB RA SOFTWARE HOUSE"                                                              , "5.0"      , "755.0"
"136" , "PO00136", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Sensor térmico analógico FC460 FIRECLASS"                                                                                      , "100.0"    , "14.6783"
""    , ""       , ""          , ""        , "  └─ Sensor Dual Optico Termico FC460PH FIRECLASS"                                                                                  , "200.0"    , "20.969"
""    , ""       , ""          , ""        , "  └─ Pulsador de alarma direccionable rearmable FC420CP-I FIRECLASS"                                                                , "20.0"     , "22.7675"
""    , ""       , ""          , ""        , "  └─ Panel Convencional Fireclass de 4 zonas J408-4 - Fireclass"                                                                    , "10.0"     , "106.606"
""    , ""       , ""          , ""        , "  └─ Panel J424-8 Fireclass"                                                                                                        , "10.0"     , "163.791"
""    , ""       , ""          , ""        , "  └─ FC410BDM Beam Detector Module"                                                                                                 , "5.0"      , "67.802"
""    , ""       , ""          , ""        , "  └─ Detector de Humo lineal FireOne - Fireclass"                                                                                   , "50.0"     , "238.7554"
""    , ""       , ""          , ""        , "  └─ FR2000 Espejo Para Barrera FireOne"                                                                                            , "10.0"     , "22.444"
""    , ""       , ""          , ""        , "  └─ Panel direccionable FC501 para 128 puntos FIRECLASS"                                                                           , "6.0"      , "351.56"
""    , ""       , ""          , ""        , "  └─ Descuentos - Compras"                                                                                                          , "-1.0"     , "0.011"
"133" , "PO00133", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Separador Eléctrico Supertag - Sensormatic"                                                                                    , "4.0"      , "222.72"
""    , ""       , ""          , ""        , "  └─ IDX-2000-N1-APPL-READER (Lectora) SENSORMATIC"                                                                                 , "4.0"      , "626.33"
""    , ""       , ""          , ""        , "  └─ RF cable  10ft  MCX to RP SMA SENSORMATIC"                                                                                     , "4.0"      , "40.75"
""    , ""       , ""          , ""        , "  └─ DOUBLE CHECKER TELECON"                                                                                                        , "3.0"      , "388.08"
""    , ""       , ""          , ""        , "  └─ POWER PAD PRO SYSTEM"                                                                                                          , "3.0"      , "585.04"
"130" , "PO00130", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Kit panel 18-32 zonas con teclado PK5501"                                                                                      , "20.0"     , "74.0"
""    , ""       , ""          , ""        , "  └─ Kit panel 4-8zonas con teclado DSC"                                                                                            , "20.0"     , "44.0"
""    , ""       , ""          , ""        , "  └─ Gabinete metalico P/PC 1832/1864 - DSC"                                                                                        , "24.0"     , "12.0"
""    , ""       , ""          , ""        , "  └─ Teclado LCD alfanumerico 64zonas con 5 term DSC"                                                                               , "5.0"      , "68.0"
""    , ""       , ""          , ""        , "  └─ Teclado LCD a iconos para 64 zonas DSC"                                                                                        , "5.0"      , "44.0"
""    , ""       , ""          , ""        , "  └─ Transformador 220-16. 5V 4A"                                                                                                   , "20.0"     , "8.5"
""    , ""       , ""          , ""        , "  └─ KIT MAXSYS PANEL P/INCENDIO C/ TECLADO"                                                                                        , "1.0"      , "290.0"
""    , ""       , ""          , ""        , "  └─ TECLADO LCD P/MAXSYS P/INCENDIO(ROJO)"                                                                                         , "1.0"      , "98.0"
""    , ""       , ""          , ""        , "  └─ Detector IR pet immune DSC"                                                                                                    , "24.0"     , "7.7"
""    , ""       , ""          , ""        , "  └─ Modulo expansor 8 zonas DSC"                                                                                                   , "5.0"      , "22.0"
""    , ""       , ""          , ""        , "  └─ Humo Test 918/5 250ml"                                                                                                         , "30.0"     , "16.0"
"127" , "PO00127", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ UPS 1500 V.A."                                                                                                                 , "1.0"      , "102.5"
"114" , "PO00114", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Lector RFID Bluebird RFR900"                                                                                                   , "1.0"      , "1266.057"
""    , ""       , ""          , ""        , "  └─ Cable para EF400-ANLT"                                                                                                         , "1.0"      , "11.86"
""    , ""       , ""          , ""        , "  └─ Computadora de mano móvil Bluebird EF400-ANLT"                                                                                 , "1.0"      , "885.01"
""    , ""       , ""          , ""        , "  └─ Etiqueta AM + RFID 5KG IDTM2225N SENSORMATIC"                                                                                  , "1000.0"   , "0.39"
"111" , "PO00111", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Disco Duro 8TB"                                                                                                                , "1.0"      , "247.5"
"110" , "PO00110", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Boton de liberacion de la puerta HIKVISION"                                                                                    , "60.0"     , "9.5"
""    , ""       , ""          , ""        , "  └─ Camara turbo HD mobile  exterior 2.1mm"                                                                                        , "1.0"      , "18.0"
""    , ""       , ""          , ""        , "  └─ Cable de 2 metros cam moviles conector aviacion"                                                                               , "1.0"      , "6.0"
""    , ""       , ""          , ""        , "  └─ Cable de 4 metros cam moviles conector aviacion"                                                                               , "1.0"      , "9.0"
""    , ""       , ""          , ""        , "  └─ PTZ IP 2MP 25X HIKVISION"                                                                                                      , "10.0"     , "209.0"
""    , ""       , ""          , ""        , "  └─ Switch POE 16-PORT"                                                                                                            , "5.0"      , "118.0"
""    , ""       , ""          , ""        , "  └─ Bullet Int 2 8mm 720p TVI/AHD/CVI/CVBS HIKVISION"                                                                              , "2000.0"   , "8.2"
""    , ""       , ""          , ""        , "  └─ Mini Domo Int 2 8mm 720p TVI/AHD/CVI/CVBS"                                                                                     , "1000.0"   , "8.0"
""    , ""       , ""          , ""        , "  └─ Bala Ext 4EXIR 40m IR 3 6mm 720p TVI/AHD/CVI/CVBS HIKVISION"                                                                   , "64.0"     , "14.0"
""    , ""       , ""          , ""        , "  └─ Bala Ext 2.8 - 12mm 1080p HIKVISION"                                                                                           , "40.0"     , "26.0"
""    , ""       , ""          , ""        , "  └─ Bullet Turbo HD 2MP 2 8-12mm IR40m IP66 "                                                                                      , "20.0"     , "26.0"
""    , ""       , ""          , ""        , "  └─ DVR 4ch Turbo Mini 6TB 720p Sin Disco D HIKVISION"                                                                             , "60.0"     , "22.0"
""    , ""       , ""          , ""        , "  └─ DVR 8ch Turbo HD Lite 1080p 1SATA sin disco"                                                                                   , "100.0"    , "27.0"
""    , ""       , ""          , ""        , "  └─ DVR 16ch Turbo HD Lite 1080p 1SATA sin disco HIKVISION"                                                                        , "100.0"    , "46.0"
""    , ""       , ""          , ""        , "  └─ Bala Ext HD 2 8mm 1080p TVI/AHD/CVI/CVBS HIKVISION"                                                                            , "600.0"    , "12.0"
""    , ""       , ""          , ""        , "  └─ Minidomo 3.6mm 1080p turbo hd TVI/AHD/CVI/CVBS HIKVISION"                                                                      , "400.0"    , "10.0"
""    , ""       , ""          , ""        , "  └─ Bullet EXIR 2MP Turbo HD 3.6mm IR40m IP66"                                                                                     , "200.0"    , "18.9"
""    , ""       , ""          , ""        , "  └─ Domo PTZ 25X 1080P HIKVISION"                                                                                                  , "5.0"      , "169.0"
""    , ""       , ""          , ""        , "  └─ Camara Cubo Ultra IP 2MP 2 8mm IR 20m HIKVISION"                                                                               , "20.0"     , "21.0"
""    , ""       , ""          , ""        , "  └─ DVR 08CH 3MP HIKVISION"                                                                                                        , "30.0"     , "52.0"
""    , ""       , ""          , ""        , "  └─ DVR 16ch Turbo HD 1080P 1 SATA sin disco HIKVISION"                                                                            , "15.0"     , "100.0"
""    , ""       , ""          , ""        , "  └─ DVR 32ch Turbo HD 2 SATA"                                                                                                      , "10.0"     , "189.0"
""    , ""       , ""          , ""        , "  └─ Bullet EXIR 5MP 3.6mm HD 40m IR HIKVISION"                                                                                     , "120.0"    , "20.25"
""    , ""       , ""          , ""        , "  └─ Mini Domo 5MP 2.8mm 20m IR HD HIKVISION"                                                                                       , "150.0"    , "16.65"
""    , ""       , ""          , ""        , "  └─ Bullet 5MP 2.8mm 20m IR HD"                                                                                                    , "200.0"    , "16.65"
""    , ""       , ""          , ""        , "  └─ BULLET PIR 5MP HIKVISION"                                                                                                      , "50.0"     , "18.0"
""    , ""       , ""          , ""        , "  └─ Bullet  Exir 5MP 2.7-13.5mm  motorizado IR 40mts"                                                                              , "20.0"     , "34.2"
""    , ""       , ""          , ""        , "  └─ Domo Exir 5mp 20mts IP67"                                                                                                      , "60.0"     , "17.55"
""    , ""       , ""          , ""        , "  └─ Domo  5mp 2.8mm  IR 20 mts"                                                                                                    , "80.0"     , "14.85"
""    , ""       , ""          , ""        , "  └─ DVR 8CH Turbo HD 8MP carcaza de plastico HIKVISION"                                                                            , "10.0"     , "76.5"
""    , ""       , ""          , ""        , "  └─ DVR 8ch Turbo HD 5MP 1SATA sin disco HIKVISION"                                                                                , "10.0"     , "84.6"
""    , ""       , ""          , ""        , "  └─ DVR 16ch Turbo HD 5MP 2SATA sin disco HIKVISION"                                                                               , "20.0"     , "170.1"
""    , ""       , ""          , ""        , "  └─ DVR 24ch Turbo HD 8MP 4 SATA HIKVISION"                                                                                        , "5.0"      , "476.1"
""    , ""       , ""          , ""        , "  └─ DVR 32ch Turbo HD 8MP 4 SATA HIKVISION"                                                                                        , "5.0"      , "530.1"
""    , ""       , ""          , ""        , "  └─ Bullet Exir 8MP  2.8mm HIKVISION"                                                                                              , "50.0"     , "33.0"
""    , ""       , ""          , ""        , "  └─ Domo exir turbo hd 8mp 2.8mm IR 30m"                                                                                           , "50.0"     , "29.0"
""    , ""       , ""          , ""        , "  └─ Bullet 8MP Turbo HD Varif 2 7-13.5mm IR80m IP67 HIKVISION"                                                                     , "10.0"     , "62.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 2MP 2 8mm HIKVISION"                                                                                                 , "300.0"    , "26.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP 2.8mm IR auto IP67 HIKVISION"                                                                                      , "200.0"    , "28.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 2MP Wireless 2.8mm IR30m IP66"                                                                                       , "50.0"     , "38.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP Wireless 2.8mm IR30m IP66 HIKVISION"                                                                               , "20.0"     , "37.0"
""    , ""       , ""          , ""        , "  └─ Camara  IP 2MP HIKVISION"                                                                                                      , "100.0"    , "38.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP 2.8mm IR 20m HIKVISION"                                                                                            , "80.0"     , "41.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP Varif 2.8-12mm IR30m IP67 HIKVISION"                                                                               , "50.0"     , "68.0"
""    , ""       , ""          , ""        , "  └─ PTZ IP 2MP 25X HIKVISION"                                                                                                      , "20.0"     , "209.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 4MP 2.8mm IR auto IP67"                                                                                              , "60.0"     , "40.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 4mp 2.8mm IR 30 mts POE IP67"                                                                                          , "52.0"     , "40.0"
""    , ""       , ""          , ""        , "  └─ DOMO IP 4MP HIKVISION"                                                                                                         , "50.0"     , "54.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 4MP 4 0mm IR 30m HIKVISION"                                                                                          , "20.0"     , "58.0"
""    , ""       , ""          , ""        , "  └─ Camara Cubo IP 2MP 2.8mm HIKVISION"                                                                                            , "50.0"     , "45.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 8mp 2.8mm IR 30mts POE IP67"                                                                                         , "30.0"     , "90.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 8mp 2.8mm IR 30mts POE IP67"                                                                                           , "30.0"     , "90.0"
""    , ""       , ""          , ""        , "  └─ Bullet Varifocal IP 4MP 2.8-12"                                                                                                , "10.0"     , "113.0"
""    , ""       , ""          , ""        , "  └─ DOMO IP 4MP 2.8 A 12mm IR 30mts"                                                                                               , "10.0"     , "113.0"
""    , ""       , ""          , ""        , "  └─ Bullet exir IP 2MP 2.8mm IR 50mts"                                                                                             , "30.0"     , "63.0"
""    , ""       , ""          , ""        , "  └─ Domo IP PTZ 2MP 2.8-12mm IR20m IK10 IP66 HIKVISION"                                                                            , "5.0"      , "87.0"
""    , ""       , ""          , ""        , "  └─ NVR 4K 64ch HIKVISION"                                                                                                         , "3.0"      , "749.0"
""    , ""       , ""          , ""        , "  └─ NVR 4ch carcaza de plastico 4MP 1 SATA "                                                                                       , "10.0"     , "25.0"
""    , ""       , ""          , ""        , "  └─ NVR 8ch carcaza de plastico 4MP 1 SATA "                                                                                       , "10.0"     , "31.0"
""    , ""       , ""          , ""        , "  └─ Switch PoE 100Mbps 4-Ports"                                                                                                    , "50.0"     , "21.0"
""    , ""       , ""          , ""        , "  └─ Switch PoE 100Mbps 8-Ports"                                                                                                    , "30.0"     , "39.0"
""    , ""       , ""          , ""        , "  └─ NVR 16ch 8MP 2 SATA"                                                                                                           , "15.0"     , "60.0"
""    , ""       , ""          , ""        , "  └─ CÁMARA WIFI MINI O 720P EZVIZ"                                                                                                 , "120.0"    , "22.0"
""    , ""       , ""          , ""        , "  └─ Controlador de acceso para 2 puertas"                                                                                          , "5.0"      , "67.0"
""    , ""       , ""          , ""        , "  └─ Control de Acceso HIKVISION"                                                                                                   , "10.0"     , "72.0"
""    , ""       , ""          , ""        , "  └─ Controlador  de acceso 4 puertas HIKVISION"                                                                                    , "1.0"      , "160.0"
""    , ""       , ""          , ""        , "  └─ Kit Video Portero analog 800x480p"                                                                                             , "10.0"     , "53.0"
""    , ""       , ""          , ""        , "  └─ Switch POE 16-PORT"                                                                                                            , "5.0"      , "118.0"
""    , ""       , ""          , ""        , "  └─ Lectora de tarjeta y contraseña"                                                                                               , "20.0"     , "11.0"
""    , ""       , ""          , ""        , "  └─ Kit Video Portero IP 1024x600p"                                                                                                , "10.0"     , "170.0"
""    , ""       , ""          , ""        , "  └─ NVR POE 16 CNAALES 12MP - HIKVISION"                                                                                           , "1.0"      , "409.5"
""    , ""       , ""          , ""        , "  └─ DVR Mobile 04 CH 4g gps"                                                                                                       , "1.0"      , "205.5"
""    , ""       , ""          , ""        , "  └─ Panel de señalizacion digital permanente"                                                                                      , "1.0"      , "1000.0"
""    , ""       , ""          , ""        , "  └─ DVR DE 04CH 4MP HIKVISION"                                                                                                     , "2.0"      , "33.0"
""    , ""       , ""          , ""        , "  └─ DVR 08CH 3MP HIKVISION"                                                                                                        , "2.0"      , "52.0"
""    , ""       , ""          , ""        , "  └─ Minidomo 3.6mm 1080p turbo hd TVI/AHD/CVI/CVBS HIKVISION"                                                                      , "4.0"      , "10.0"
""    , ""       , ""          , ""        , "  └─ Mini Domo 5MP 2.8mm 20m IR HD HIKVISION"                                                                                       , "1.0"      , "16.65"
""    , ""       , ""          , ""        , "  └─ Bullet 2MP 2.8mm 25 mts"                                                                                                       , "20.0"     , "16.0"
""    , ""       , ""          , ""        , "  └─ Bala Ext HD 2 8mm 1080p TVI/AHD/CVI/CVBS HIKVISION"                                                                            , "6.0"      , "12.0"
""    , ""       , ""          , ""        , "  └─ Ojo de pez 5MP 1.1mm 20m IR 360░ HIKVISION"                                                                                    , "10.0"     , "69.3"
""    , ""       , ""          , ""        , "  └─ Bullet Exir 20mts 8mp 3.6mm"                                                                                                   , "20.0"     , "38.0"
""    , ""       , ""          , ""        , "  └─ Bullet EXIR 5MP 3.6mm HD 40m IR HIKVISION"                                                                                     , "1.0"      , "20.25"
""    , ""       , ""          , ""        , "  └─ Bullet 6 mp 2.8mm"                                                                                                             , "5.0"      , "65.0"
""    , ""       , ""          , ""        , "  └─ Camara  IP 2MP HIKVISION"                                                                                                      , "1.0"      , "38.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP 2MP 2 8mm HIKVISION"                                                                                                 , "3.0"      , "26.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 6MP 2.8mm IR 20mts"                                                                                                    , "5.0"      , "65.0"
""    , ""       , ""          , ""        , "  └─ Mini PT Ext IP  2MP HIKVISION"                                                                                                 , "10.0"     , "62.0"
""    , ""       , ""          , ""        , "  └─ Domo IP 2MP 2.8mm IR auto IP67 HIKVISION"                                                                                      , "2.0"      , "28.0"
""    , ""       , ""          , ""        , "  └─ Bullet IP Varifocal 2MP Deepinview"                                                                                            , "1.0"      , "174.5"
""    , ""       , ""          , ""        , "  └─ Bullet IP Varifocal 2MP ANPR para chapas"                                                                                      , "1.0"      , "174.5"
""    , ""       , ""          , ""        , "  └─ Camara de 2MP con contador de personas"                                                                                        , "1.0"      , "192.5"
""    , ""       , ""          , ""        , "  └─ Panel intercomunicador interno "                                                                                               , "2.0"      , "34.0"
""    , ""       , ""          , ""        , "  └─ Enrolador de tarjetas"                                                                                                         , "2.0"      , "22.0"
""    , ""       , ""          , ""        , "  └─ Camara 2.1 mm turbo HD mobile"                                                                                                 , "1.0"      , "22.5"
""    , ""       , ""          , ""        , "  └─ Bullet Int 2 8mm 720p TVI/AHD/CVI/CVBS HIKVISION"                                                                              , "20.0"     , "8.2"
"106" , "PO00106", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Terminal de Reconocimiento Facial Con Montaje en Poste  Cámara de 2 Megapixel"                                                 , "1.0"      , "349.5"
"98"  , "PO00098", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Sensor Dual Optico Termico FC460PH FIRECLASS"                                                                                  , "700.0"    , "20.969"
""    , ""       , ""          , ""        , "  └─ 100R Reflect Beam detector FireRay100  FIRECLASS"                                                                              , "5.0"      , "357.39"
""    , ""       , ""          , ""        , "  └─ Panel direccionable FC501 para 128 puntos FIRECLASS"                                                                           , "2.0"      , "333.235"
""    , ""       , ""          , ""        , "  └─ Sensor térmico analógico FC460 FIRECLASS"                                                                                      , "100.0"    , "14.6783"
""    , ""       , ""          , ""        , "  └─ Sensor Dual Optico Termico FC460PH FIRECLASS"                                                                                  , "700.0"    , "20.969"
""    , ""       , ""          , ""        , "  └─ BASE 4B 4` - FIRECLASS"                                                                                                        , "400.0"    , "2.1502"
""    , ""       , ""          , ""        , "  └─ Pulsador de alarma direccionable rearmable FC420CP-I FIRECLASS"                                                                , "20.0"     , "22.7675"
""    , ""       , ""          , ""        , "  └─ Sirena de pared direccionable FC440AIR VID - Fireclass"                                                                        , "20.0"     , "64.6025"
"96"  , "PO00096", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
""    , ""       , ""          , ""        , "  └─ Gabinete metalico P/PC 1832/1864 - DSC"                                                                                        , "6.0"      , "12.0"
""    , ""       , ""          , ""        , "  └─ Transformador 220-16. 5V 4A"                                                                                                   , "20.0"     , "8.5"
""    , ""       , ""          , ""        , "  └─ Sirena para exterior 15W DSC"                                                                                                  , "20.0"     , "5.0"
""    , ""       , ""          , ""        , "  └─ Detector doble tecnologia pet immune & micro DSC"                                                                              , "12.0"     , "22.0"
""    , ""       , ""          , ""        , "  └─ Cable programador de Interconexion DSC"                                                                                        , "2.0"      , "20.5"
""    , ""       , ""          , ""        , "  └─ Kit DSC MaxSys (Placa 4020 + Tecladoo LCD4501SP +"                                                                             , "1.0"      , "310.0"
""    , ""       , ""          , ""        , "  └─ TECLADO LCD P/MAXSYS P/INCENDIO(ROJO)"                                                                                         , "1.0"      , "98.0"
"93"  , "PO00093", "USD-COMPRA", "purchase", "PADRE"                                                                                                                              , ""         , ""
